Facility Name,CMS Certification Number (CCN),Alternate CCN,Address,City,State,Zip Code,Network,Measure Name,Mineral Metabolism Measure Score,Mineral Metabolism Reason for No Score (See Footnotes File),State Average Mineral Metabolism Measure Score,National Average Mineral Metabolism Measure Score
MANSFIELD DIALYSIS CENTER,672550,-,352 MATLOCK DRIVE SUITE 120,MANSFIELD,TX,76063,14,MINERAL METABOLISM,6,-,9,9
SNG - SOHUM HOUSTON DIALYSIS CENTER LP,672551,-,1900 N LOOP W SUITE 200,HOUSTON,TX,77018,14,MINERAL METABOLISM,6,-,9,9
"USRC BEEVILLE, LLC",672552,-,100 WEST HUNTINGTON,BEEVILLE,TX,78102,14,MINERAL METABOLISM,9,-,9,9
DAVITA DOWNTOWN DALLAS DIALYSIS,672553,-,"3515 SWISS AVE, SUITE A",DALLAS,TX,75204,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE TARRANT DIALYSIS NORTH RICHLAND HILLS,672554,-,"6455 HILLTOP DR,  SUITE 112",NORTH RICHLAND HILLS,TX,76180,14,MINERAL METABOLISM,10,-,9,9
GARLAND DIALYSIS,672555,-,776 E CENTERVILLE ROAD,GARLAND,TX,75041,14,MINERAL METABOLISM,10,-,9,9
DOWNTOWN SAN ANTONIO DIALYSIS,672556,-,615 EAST QUINCY ST.,SAN ANTONIO,TX,78215,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE DELTA DIALYSIS,672557,-,400 E. EDINBURG BLVD,ELSA,TX,78543,14,MINERAL METABOLISM,10,-,9,9
DAVITA EAST DIALYSIS,672558,-,11989 PELLICANO DRIVE,EL PASO,TX,79936,14,MINERAL METABOLISM,9,-,9,9
US RENAL CARE TARRANT DIALYSIS SOUTHWEST FORT WORTH,672559,-,5127 OLD GRANBURY ROAD,FORT WORTH,TX,76133,14,MINERAL METABOLISM,10,-,9,9
DEERBROOK DIALYSIS,672560,-,9660 FM 1960 BYPASS,HUMBLE,TX,77338,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE MUSEUM DISTRICT,672561,-,4407 YOAKUM BLVD,HOUSTON,TX,77006,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE HOUSTON HOME,672562,-,2626 SOUTH LOOP WEST SUITE 520,HOUSTON,TX,77054,14,MINERAL METABOLISM,7,-,9,9
US RENAL CARE BOERNE DIALYSIS,672563,-,1595 SOUTH MAIN SUITE 107,BOERNE,TX,78006,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE KIEST STATION,672564,-,"5148 SOUTH LANCASTER, SUITE B",DALLAS,TX,75241,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE LAMPASAS,672565,-,1202 CENTRAL TEXAS EXPRESSWAY,LAMPASAS,TX,76550,14,MINERAL METABOLISM,7,-,9,9
US RENAL CARE LAREDO SOUTH DIALYSIS,672566,-,4602 BENCHA ROAD,LAREDO,TX,78041,14,MINERAL METABOLISM,10,-,9,9
WOODVILLE DIALYSIS CENTER,672567,-,712  W. BLUFF ST.,WOODVILLE,TX,75979,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE  FT WORTH PARKWAY,672568,-,6551 HARRIS PARKWAY SUITE 115 A,FORT WORTH,TX,76132,14,MINERAL METABOLISM,4,-,9,9
NACOGDOCHES DIALYSIS CENTER,672570,-,3226 UNIVERSITY DRIVE SUITE 100,NACOGDOCHES,TX,75965,14,MINERAL METABOLISM,10,-,9,9
FMC SUNNYSIDE,672571,-,8340 COFFEE,HOUSTON,TX,77033,14,MINERAL METABOLISM,8,-,9,9
WHARTON KIDNEY CENTER,672572,-,103 WEST AHL DAG STREET,WHARTON,TX,77488,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE HORIZON DIALYSIS,672573,-,12245 ROJAS DRIVE,EL PASO,TX,79936,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE ROWLETT,672574,-,"3801 LAKEVIEW PARKWAY, SUITE 100",ROWLETT,TX,75088,14,MINERAL METABOLISM,9,-,9,9
RRC WEST FORT WORTH,672575,-,5601 LOCKE AVENUE SUITE 101,FORT WORTH,TX,76107,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE OF CEDAR PARK,672576,-,1201 NORTH LAKELINE BLVD. SUITE 100,CEDAR PARK,TX,78613,14,MINERAL METABOLISM,10,-,9,9
RSA SCHERTZ,672577,-,5000 BAPTIST HEALTH DR SUITE 124,SHERTZ,TX,78154,14,MINERAL METABOLISM,10,-,9,9
BOERNE DIALYSIS CENTER,672578,-,1369 MAIN STREET,BOERNE,TX,78006,14,MINERAL METABOLISM,8,-,9,9
MID CITIES DIALYSIS CENTER,672579,-,117 EAST HARWOOD ROAD,HURST,TX,76054,14,MINERAL METABOLISM,9,-,9,9
LAKE CLIFF DIALYSIS CENTER,672580,-,805 N. BECKLEY AVENUE,DALLAS,TX,75203,14,MINERAL METABOLISM,6,-,9,9
THE WOODLANDS DIALYSIS CENTER,672581,-,9301 PINECROFT DR SUITE 130,THE WOODLANDS,TX,77380,14,MINERAL METABOLISM,7,-,9,9
MED CENTER AT HOME,672583,-,"7580 FANNIN STREET, SUITE 230",HOUSTON,TX,77054,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE FALFURRIAS,672584,-,720 NORTH SAINT MARYS STREET,FALFURRIAS,TX,78355,14,MINERAL METABOLISM,8,-,9,9
DIALYSIS COTTAGE,672585,-,1902 HOSPITAL BLVD SUITE D,GAINESVILLE,TX,76240,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE SARATOGA,672586,-,6017  PARKWAY DRIVE,CORPUS CHRISTI,TX,78414,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE NORTH GARLAND,672587,-,530 CLARA BARTON BLVD. #105,GARLAND,TX,75042,14,MINERAL METABOLISM,8,-,9,9
DIALYSIS SERVICES OF WEST TEXAS,672588,-,500 WEST 5TH STREET,DENVER CITY,TX,79323,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS - MESQUITE,672589,-,3330 NORTH GALLOWAY AVENUE SUITE 160,MESQUITE,TX,75150,14,MINERAL METABOLISM,10,-,9,9
HOPE KIDNEY CLINIC,672590,-,"2309 EAST SAUNDERS STREET, SUITE 200",LAREDO,TX,78041,14,MINERAL METABOLISM,10,-,9,9
CEDAR PARK DIALYSIS CENTER,672591,-,1720 E WHITESTONE BLVD,CEDAR PARK,TX,78613,14,MINERAL METABOLISM,10,-,9,9
FIRST COLONY DIALYSIS,672592,-,1447 HWY 6 SUITE #140,SUGAR LAND,TX,77478,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE KIDNEY CENTER OF LUBBOCK,672593,-,3801 21ST STREET SUITE 100,LUBBOCK,TX,79410,14,MINERAL METABOLISM,8,-,9,9
ANGELO KIDNEY CONNECTION,672594,-,"2901 SHERWOOD WAY, SUITE 100",SAN ANGELO,TX,76901,14,MINERAL METABOLISM,9,-,9,9
PORT LAVACA DIALYSIS,672595,-,1300 NORTH VIRGINIA STREET,PORT LAVACA,TX,77979,14,MINERAL METABOLISM,10,-,9,9
BROWNFIELD DIALYSIS,672596,-,710 EAST FELT STREET,BROWNFIELD,TX,79316,14,MINERAL METABOLISM,9,-,9,9
HEARNE DIALYSIS CENTER,672599,-,106 CEDAR STREET,HEARNE,TX,77859,14,MINERAL METABOLISM,8,-,9,9
LIBERTY DIALYSIS - DUNCANVILLE,672600,-,1038 US HIGHWAY 67,DUNCANVILLE,TX,75137,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS BRENHAM LLC,672601,-,604 MEDICAL COURTS,BRENHAM,TX,77833,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE BRAZOS,672602,-,1730 B.F. TERRY BOULEVARD,ROSENBERG,TX,77471,14,MINERAL METABOLISM,5,-,9,9
FRESENIUS MEDICAL CARE ROCKPORT,672603,-,1102 F.M. 3036,ROCKPORT,TX,78382,14,MINERAL METABOLISM,10,-,9,9
"USRC KINGWOOD DIALYSIS, LP",672604,-,24006 HIGHWAY 59 NORTH,KINGWOOD,TX,77339,14,MINERAL METABOLISM,10,-,9,9
BAYLOR COLLEGE OF MEDICINE-SCOTT STREET DIALYSIS,672605,-,"6120 SCOTT STREET, SUITE F",HOUSTON,TX,77021,14,MINERAL METABOLISM,10,-,9,9
SEALY DIALYSIS,672606,-,2242 CHAMPIONSHIP DRIVE,SEALY,TX,77474,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE CANTON DIALYSIS,672607,-,"400 EAST STATE HIGHWAY 243, SUITE 14",CANTON,TX,75103,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS BRYAN,672608,-,2390 E 29TH STREET,BRYAN,TX,77802,14,MINERAL METABOLISM,10,-,9,9
NEW CENTURY DIALYSIS CENTER OF JASPER,672610,-,"2014 S WHEELER STREET ,SUITE 300",JASPER,TX,75951,14,MINERAL METABOLISM,7,-,9,9
FMC FIFTH WARD,672611,-,2133 LOCKWOOD,HOUSTON,TX,77020,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE MISSION BEND,672612,-,6886 HIGHWAY 6 SOUTH,HOUSTON,TX,77083,14,MINERAL METABOLISM,10,-,9,9
SATELLITE WELLBOUND OF HOUSTON,672613,-,7505 S MAIN SUITE 120,HOUSTON,TX,77030,14,MINERAL METABOLISM,3,-,9,9
US RENAL CARE AMARILLO DIALYSIS,672614,-,1915 S COULTER STREET SUITE 200,AMARILLO,TX,79106,14,MINERAL METABOLISM,8,-,9,9
LIBERTY DIALYSIS COLLEGE STATION,672615,-,3314 LONGMIRE DRIVE,COLLEGE STATION,TX,77845,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE OF WEST SEGUIN,672616,-,757 WEST COURT,SEGUIN,TX,78155,14,MINERAL METABOLISM,9,-,9,9
TAYLOR DIALYSIS,672617,-,3100 W 2ND STREET,TAYLOR,TX,76574,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS - ROCKWALL,672618,-,2850 RIDGE ROAD,ROCKWALL,TX,75032,14,MINERAL METABOLISM,10,-,9,9
KAUFMAN DIALYSIS,672619,-,2851 MILLENIUM DRIVE,KAUFMAN,TX,75142,14,MINERAL METABOLISM,8,-,9,9
NORTH HILLS DIALYSIS,672620,-,7927 BOULEVARD 26,NORTH RICHLAND HILLS,TX,76180,14,MINERAL METABOLISM,9,-,9,9
WEST PARK DIALYSIS,672621,-,5920 RENWICK DR. SUITE #A,HOUSTON,TX,77081,14,MINERAL METABOLISM,10,-,9,9
SNG - HILLCROFT DIALYSIS CENTER,672623,-,"6015 HILLCROFT, SUITE 3000",HOUSTON,TX,77081,14,MINERAL METABOLISM,10,-,9,9
USRC FRIENDSWOOD DIALYSIS,672624,-,3324 EAST F.M. 528,FRIENDSWOOD,TX,77546,14,MINERAL METABOLISM,10,-,9,9
MAGNOLIA DIALYSIS CENTER,672625,-,17649 FM 1488,MAGNOLIA,TX,77354,14,MINERAL METABOLISM,7,-,9,9
ELIK DIALYSIS HOME THERAPY,672626,-,1445 NORTH LOOP WEST SUITE 720,HOUSTON,TX,77008,14,MINERAL METABOLISM,4,-,9,9
FRESENIUS MEDICAL CARE DESERT MILAGRO DIALYSIS CENTER,672627,-,230 NORTH WASHINGTON AVE,ODESSA,TX,79761,14,MINERAL METABOLISM,10,-,9,9
COLORADO CITY DIALYSIS,672628,-,1546 CHESTNUT ST,COLORADO CITY,TX,79512,14,MINERAL METABOLISM,9,-,9,9
FMC MOODY PARK DIALYSIS,672629,-,2920 FULTON STREET,HOUSTON,TX,77009,14,MINERAL METABOLISM,10,-,9,9
GREENWOOD HOLLY RENAL CENTER,672630,-,1533 HOLLY ROAD,CORPUS CHRISTI,TX,78417,14,MINERAL METABOLISM,9,-,9,9
USRC ATASCOSA COUNTY DIALYSIS,672631,-,1320 WEST OAKLAWN SUITE G & H,PLEASANTON,TX,78064,14,MINERAL METABOLISM,10,-,9,9
DAVITA CENTRAL DALLAS DIALYSIS,672632,-,9500 NORTH CENTRAL EXPRESSWAY SUITE #102,DALLAS,TX,75231,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE GRAND PRAIRIE,672633,-,825 DALWORTH STREET,GRAND PRAIRIE,TX,75050,14,MINERAL METABOLISM,10,-,9,9
SNG - GREENVILLE DIALYSIS CENTER LP,672634,-,4309 RIDGECREST ROAD SUITE 100,GREENVILLE,TX,75402,14,MINERAL METABOLISM,10,-,9,9
DUNCANVILLE DIALYSIS,672635,-,"270 E HIGHWAY 67, SUITE 100",DUNCANVILLE,TX,75137,14,MINERAL METABOLISM,9,-,9,9
PLANO DIALYSIS CENTER,672636,-,"481 SHILOH ROAD, SUITE 100",PLANO,TX,75074,14,MINERAL METABOLISM,5,-,9,9
USRC TARRANT DIALYSIS WEST FORT WORTH,672637,-,"1704 SOUTH CHERRY LANE, SUITE 200",WHITE SETTLEMENT,TX,76108,14,MINERAL METABOLISM,10,-,9,9
ROCKWALL DIALYSIS CENTER,672638,-,"2455 RIDGE ROAD, SUITE 101",ROCKWALL,TX,75087,14,MINERAL METABOLISM,10,-,9,9
FORT STOCKTON DIALYSIS,672639,-,387 WEST IH-10,FORT STOCKTON,TX,79735,14,MINERAL METABOLISM,9,-,9,9
NORTH PARK DIALYSIS CENTER,672640,-,324 FM 1960 E SUITE 104,HOUSTON,TX,77073,14,MINERAL METABOLISM,8,-,9,9
DAVITA BAYTOWN DIALYSIS,672641,-,"4665 GARTH RD, SUITE 900",BAYTOWN,TX,77521,14,MINERAL METABOLISM,9,-,9,9
"FORTBEND DIALYSIS RENAL, INC",672643,-,"12220 MURPHY RD, SUITE R",STAFFORD,TX,77477,14,MINERAL METABOLISM,0,-,9,9
GESSNER DIALYSIS AND KIDNEY CENTER,672644,-,8700 S GESSNER SUITE 300,HOUSTON,TX,77074,14,MINERAL METABOLISM,10,-,9,9
EL CAMPO DIALYSIS,672645,-,307 SANDY CORNER ROAD,EL CAMPO,TX,77437,14,MINERAL METABOLISM,9,-,9,9
MISSION VALLEY DIALYSIS,672646,-,"1203 ST CLARE BLVD, SUITE 9B",MISSION,TX,78572,14,MINERAL METABOLISM,10,-,9,9
RENAL CENTER OF WATERTON,672647,-,2895 SHILOH ROAD,TYLER,TX,75703,14,MINERAL METABOLISM,8,-,9,9
DIALYSIS SERVICES OF ALLEN,672648,-,925 EXCHANGE PARKWAY,ALLEN,TX,75013,14,MINERAL METABOLISM,10,-,9,9
RENAL CENTER OF THE HILLS,672649,-,6331 BOULEVARD 26 SUITE 200,NORTH RICHLAND HILLS,TX,76180,14,MINERAL METABOLISM,5,-,9,9
US RENAL CARE TARRANT DIALYSIS CLEBURNE,672650,-,1206 N. HENDERSON SUITE A,CLEBURNE,TX,76033,14,MINERAL METABOLISM,10,-,9,9
WELLBOUND OF AUSTIN,672651,-,"12176 N MO PAC EXPRESSWAY, SUITE A",AUSTIN,TX,78758,14,MINERAL METABOLISM,0,-,9,9
US RENAL CARE TARRANT DIALYSIS AZLE,672652,-,605 NORTHWEST PARKWAY SUITE 1,AZLE,TX,76020,14,MINERAL METABOLISM,9,-,9,9
FLOYD CURL DIALYSIS,672653,-,"9238 FLOYD CURL DRIVE, SUITE 102",SAN ANTONIO,TX,78240,14,MINERAL METABOLISM,10,-,9,9
RENAL CENTER OF FRISCO,672654,-,"10850 FRISCO ST, SUITE 300",FRISCO,TX,75034,14,MINERAL METABOLISM,9,-,9,9
ROMANO WOODS DIALYSIS CENTER,672655,-,16910 MATHIS CHURCH ROAD,HOUSTON,TX,77090,14,MINERAL METABOLISM,7,-,9,9
US RENAL CARE BRYAN DIALYSIS,672656,-,1612 NORTH TEXAS,BRYAN,TX,77803,14,MINERAL METABOLISM,10,-,9,9
SNG BELLAIRE DIALYSIS CENTER LP,672657,-,7243 BISSONNET STREET SUITE A,HOUSTON,TX,77074,14,MINERAL METABOLISM,7,-,9,9
DAVITA WEST PLANO DIALYSIS,672658,-,5036 TENNYSON PARKWAY,PLANO,TX,75024,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE OF COCKRELL HILL,672659,-,4810 WEST ILLINOIS,DALLAS,TX,75211,14,MINERAL METABOLISM,10,-,9,9
USRC MINERAL WELLS,672660,-,2611 HIGHWAY 180 WEST,MINERAL WELLS,TX,76067,14,MINERAL METABOLISM,7,-,9,9
SOUTH FORT WORTH DIALYSIS,672661,-,6260 SOUTHWEST BLVD,BENBROOK,TX,76109,14,MINERAL METABOLISM,5,-,9,9
US RENAL CARE OSO BAY DIALYSIS,672662,-,7502 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78412,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS VICTORIA,672663,-,606 LOCUST AVE,VICTORIA,TX,77901,14,MINERAL METABOLISM,8,-,9,9
DAVITA-BINZ HOME TRAINING,672664,-,"1213 HERMAN DRIVE, SUITE 180",HOUSTON,TX,77004,14,MINERAL METABOLISM,5,-,9,9
VALLEY BAPTIST HARLINGEN DIALYSIS,672665,-,"2220 HAINE DRIVE, SUITE 40",HARLINGEN,TX,78550,14,MINERAL METABOLISM,10,-,9,9
BAY CITY REGIONAL DIALYSIS CENTER,672666,-,"200 MEDICAL CENTER COURT, SUITE 200",BAY CITY,TX,77414,14,MINERAL METABOLISM,8,-,9,9
HOPE KIDNEY CLINIC LAKEVIEW,672667,-,6410 CRESCENT LOOP SUITE 100,LAREDO,TX,78041,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS - WAXAHACHIE,672668,-,1011 NORTH HIGHWAY 77 SUITE 102,WAXAHACHIE,TX,75165,14,MINERAL METABOLISM,10,-,9,9
CYPRESS WOODS NORTHWEST DIALYSIS,672669,-,20320 NORTHWEST FREEWAY SUITE 100,HOUSTON,TX,77065,14,MINERAL METABOLISM,10,-,9,9
SAGEMEADOW DIALYSIS,672670,-,10923 SCARSDALE BLVD,HOUSTON,TX,77089,14,MINERAL METABOLISM,10,-,9,9
MCKINNEY DIALYSIS,672671,-,4717 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,14,MINERAL METABOLISM,7,-,9,9
USRC DOWNTOWN SAN ANTONIO DIALYSIS,672672,-,343 WEST HOUSTON STREET SUITE 209,SAN ANTONIO,TX,78205,14,MINERAL METABOLISM,10,-,9,9
FMC GREENWAY KIDNEY CENTER,672673,-,5940 CROSSLAKE PARKWAY,WACO,TX,76712,14,MINERAL METABOLISM,10,-,9,9
VALLEY BAPTIST RAYMONDVILLE DIALYSIS,672674,-,894 FM 3168,RAYMONDVILLE,TX,78580,14,MINERAL METABOLISM,9,-,9,9
TC JESTER DIALYSIS,672675,-,1800 WEST 26TH STREET SUITE #101,HOUSTON,TX,77008,14,MINERAL METABOLISM,8,-,9,9
CHAMPIONS DIALYSIS,672676,-,4427 CYPRESS CREEK PKWY,HOUSTON,TX,77068,14,MINERAL METABOLISM,5,-,9,9
FRESENIUS MEDICAL CARE PAMELA HEIGHTS,672677,-,15917 B. SOUTH POST OAK ROAD,HOUSTON,TX,77053,14,MINERAL METABOLISM,10,-,9,9
"DIALYSPA MEDICAL CENTER, LLC.",672678,-,2453 SOUTH BRAESWOOD BLVD SUITE 100,HOUSTON,TX,77030,14,MINERAL METABOLISM,2,-,9,9
WOODFOREST DIALYSIS,672679,-,12626 WOODFOREST BLVD SUITE C,HOUSTON,TX,77015,14,MINERAL METABOLISM,5,-,9,9
"BRAZORIA COUNTY DIALYSIS, LLP",672680,-,405 THIS WAY STREET,LAKE JACKSON,TX,77566,14,MINERAL METABOLISM,9,-,9,9
GLOBAL DIALYSIS PLUS INC,672681,-,12823 CAPRICORN DRIVE,STAFFORD,TX,77477,14,MINERAL METABOLISM,No Score,1,9,9
DUMAS DIALYSIS,672682,-,109 BINKLEY AVE,DUMAS,TX,79029,14,MINERAL METABOLISM,7,-,9,9
BIOTRONICS KIDNEY CENTER OF BEAUMONT,672683,-,2755 LIBERTY,BEAUMONT,TX,77702,14,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE GRAHAM,672684,-,1531 HIGHWAY 380 BYPASS,GRAHAM,TX,76450,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS IRVING,672685,-,1111 W AIRPORT FREEWAY SUITE 101,IRVING,TX,75062,14,MINERAL METABOLISM,10,-,9,9
WEST OAKS DIALYSIS CENTER,672686,-,14800 WESTHEIMER ROAD SUITE A,HOUSTON,TX,77082,14,MINERAL METABOLISM,5,-,9,9
GEORGETOWN DIALYSIS,672687,-,201 FM 971,GEORGETOWN,TX,78626,14,MINERAL METABOLISM,7,-,9,9
SNG LUFKIN DIALYSIS CENTER,672688,-,1520 WEST FRANK AVE,LUFKIN,TX,75904,14,MINERAL METABOLISM,10,-,9,9
SNG SAN AUGUSTINE DIALYSIS CENTER,672689,-,403 N MILAM STREET,SAN AUGUSTINE,TX,75972,14,MINERAL METABOLISM,9,-,9,9
SUGAR LAND HOME TRAINING,672690,-,1447 HWY 6 SUITE 130,SUGAR LAND,TX,77478,14,MINERAL METABOLISM,5,-,9,9
RIDGECREST DIALYSIS,672691,-,12249 ROJAS DRIVE,EL PASO,TX,79936,14,MINERAL METABOLISM,10,-,9,9
AMERICAS DIALYSIS,672692,-,715 N. AMERICAS AVE.,EL PASO,TX,79907,14,MINERAL METABOLISM,6,-,9,9
WEST POINT DIALYSIS,672693,-,12051 WESTPARK DRIVE SUITE 100,HOUSTON,TX,77082,14,MINERAL METABOLISM,10,-,9,9
"RENAL CENTER OF PLANO, LLC",672694,-,4112 W SPRING CREEK PARKWAY SUITE D-200,PLANO,TX,75024,14,MINERAL METABOLISM,10,-,9,9
USRC GRANBURY,672695,-,3301 E HIGHWAY 377 SUITE 170,GRANBURY,TX,76049,14,MINERAL METABOLISM,10,-,9,9
SPRING CREEK DIALYSIS,672696,-,301 EAST AIRLINE ROAD,VICTORIA,TX,77901,14,MINERAL METABOLISM,8,-,9,9
"USRC WESTOVER HILLS DIALYSIS, LLC",672697,-,11212 STATE HWY 151 MEDICAL PLAZA II SUITE 100,SAN ANTONIO,TX,78251,14,MINERAL METABOLISM,10,-,9,9
"FRESENIUS MEDICAL CARE SUGARLAND, LLC",672698,-,1107 SOLDIERS FIELD DRIVE,SUGAR LAND,TX,77479,14,MINERAL METABOLISM,10,-,9,9
"HUMBLE DIALYSIS, LP",672699,-,19502 MCKAY DR. SUITE 100,HUMBLE,TX,77338,14,MINERAL METABOLISM,9,-,9,9
US RENAL CARE SOUTH EL PASO DIALYSIS,672700,-,10651 NORTH LOOP,SOCORRO,TX,79927,14,MINERAL METABOLISM,10,-,9,9
LIBERTY DIALYSIS LAKE LEWISVILLE,672701,-,3400 CORINTH PARKWAY SUITE 130,CORINTH,TX,76208,14,MINERAL METABOLISM,10,-,9,9
WYLIE DIALYSIS,672702,-,941 SOUTH WESTGATE WAY,WYLIE,TX,75098,14,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE OF BURLESON,672703,-,200 MCPHERSON BLVD,FORT WORTH,TX,76140,14,MINERAL METABOLISM,10,-,9,9
BLUEBONNET DIALYSIS,672704,-,3601 MANOR RD,AUSTIN,TX,78723,14,MINERAL METABOLISM,8,-,9,9
US RENAL CARE TARRANT DIALYSIS EAST FORT WORTH,672705,-,6450 BRENTWOOD STAIR RD,FORT WORTH,TX,76112,14,MINERAL METABOLISM,10,-,9,9
BIO MEDICAL APPLICATIONS OF TEXAS INC.,672706,-,860 NE LOOP 286,PARIS,TX,75460,14,MINERAL METABOLISM,9,-,9,9
SEGUIN DIALYSIS,672707,-,618 E COURT ST,SEGUIN,TX,78155,14,MINERAL METABOLISM,10,-,9,9
WESTOVER DIALYSIS,672708,-,9846 WESTOVER HILLS BLVD #101,SAN ANTONIO,TX,78251,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE SOUTH PRICE,672709,-,64 S PRICE RD SUITE B,BROWNSVILLE,TX,78521,14,MINERAL METABOLISM,10,-,9,9
US RENAL CARE EASTLAND DIALYSIS,672710,-,2300 WEST COMMERCE ST,EASTLAND,TX,76448,14,MINERAL METABOLISM,10,-,9,9
SNG - NORTHWEST DIALYSIS CENTER LP,672711,-,7112 STUEBNER AIRLINE DRIVE,HOUSTON,TX,77091,14,MINERAL METABOLISM,7,-,9,9
"SNG LEAGUE CITY DIALYSIS, LP",672712,-,2785 GULF FREEWAY S SUITE 145,LEAGUE CITY,TX,77573,14,MINERAL METABOLISM,7,-,9,9
SPACE CITY DIALYSIS CENTER LLC,672713,-,6518 MEMORIAL DRIVE,TEXAS CITY,TX,77591,14,MINERAL METABOLISM,10,-,9,9
KIDNEY CARE CENTER,672714,-,1126 SLIDE ROAD STE 4B,LUBBOCK,TX,79416,14,MINERAL METABOLISM,7,-,9,9
DAVITA VILLAGE DIALYSIS,672715,-,6952 INDUSTRIAL PARKWAY,ROSENBERG,TX,77471,14,MINERAL METABOLISM,10,-,9,9
CLUTCH CITY DIALYSIS CENTER,672716,-,5910 SCOTT STREET SUITE A,HOUSTON,TX,77021,14,MINERAL METABOLISM,10,-,9,9
NORTH CONROE DIALYSIS,672717,-,3211 INTERSTATE 45 N SUITE 500,CONROE,TX,77304,14,MINERAL METABOLISM,7,-,9,9
"USRC SAN ANTONIO HOME THERAPIES, LLC",672718,-,215 N SAN SABA ST SUITE 314,SAN ANTONIO,TX,78207,14,MINERAL METABOLISM,7,-,9,9
SAN ANGELO DIALYSIS,672719,-,3518 KNICKERBOCKER RD,SAN ANGELO,TX,76904,14,MINERAL METABOLISM,9,-,9,9
HIGHLAND VILLAGE DIALYSIS,672720,-,2700 VILLAGE PKWY,HIGHLAND VILLAGE,TX,75077,14,MINERAL METABOLISM,6,-,9,9
JENSEN DIALYSIS CENTER LLC,672721,-,9716 JENSEN DRIVE,HOUSTON,TX,77093,14,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE ABILENE LONE STAR,672722,-,349 SOUTH DANVILLE DRIVE,ABILENE,TX,79605,14,MINERAL METABOLISM,10,-,9,9
CENTRAL FORT WORTH DIALYSIS,672723,-,1000 ST. LOUIS AVE STE 101,FORT WORTH,TX,76104,14,MINERAL METABOLISM,5,-,9,9
FRESENIUS MEDICAL CARE CHISHOLM TRAIL,672724,-,1900 SCENIC DRIVE BUILDING 1,GEORGETOWN,TX,78626,14,MINERAL METABOLISM,6,-,9,9
NORTH ARLINGTON DIALYSIS,672725,-,642 LINCOLN SQUARE,ARLINGTON,TX,76011,14,MINERAL METABOLISM,8,-,9,9
BALCH SPRINGS DIALYSIS,672726,-,12001 ELAM ROAD,BALCH SPRINGS,TX,75180,14,MINERAL METABOLISM,4,-,9,9
TEXAS CITY PD,672727,-,13003 DELANY ST,LA MARQUE,TX,77568,14,MINERAL METABOLISM,No Score,"1, 8",9,9
ALLEN DIALYSIS,672728,-,201 SOUTH JUPITER ROAD,ALLEN,TX,75002,14,MINERAL METABOLISM,6,-,9,9
GRANBURY DIALYSIS,672729,-,1200 PALUXY MEDICAL CIRCLE SUITE 100,GRANBURY,TX,76048,14,MINERAL METABOLISM,5,-,9,9
HOUSTON GALLERIA DIALYSIS,672730,-,5923 WESTHEIMER RD,HOUSTON,TX,77057,14,MINERAL METABOLISM,10,-,9,9
NORTH FORT WORTH DIALYSIS,672731,-,3812 E BELKNAP,FORT WORTH,TX,76111,14,MINERAL METABOLISM,7,-,9,9
